name	electrode_name	type	units
ch1060	e1060	n/a	V
ch1061	e1061	n/a	V
ch1062	e1062	n/a	V
ch1063	e1063	n/a	V
ch1064	e1064	n/a	V
ch1065	e1065	n/a	V
ch1066	e1066	n/a	V
ch1067	e1067	n/a	V
ch1068	e1068	n/a	V
ch1069	e1069	n/a	V
ch1070	e1070	n/a	V
ch1071	e1071	n/a	V
ch1072	e1072	n/a	V
ch1073	e1073	n/a	V
ch1074	e1074	n/a	V
ch1075	e1075	n/a	V
ch1076	e1076	n/a	V
ch1077	e1077	n/a	V
ch1078	e1078	n/a	V
ch1079	e1079	n/a	V
ch1080	e1080	n/a	V
ch1081	e1081	n/a	V
ch1082	e1082	n/a	V
ch1083	e1083	n/a	V
ch1084	e1084	n/a	V
ch1085	e1085	n/a	V
ch1086	e1086	n/a	V
ch1087	e1087	n/a	V
ch1088	e1088	n/a	V
ch1089	e1089	n/a	V
ch1090	e1090	n/a	V
ch1091	e1091	n/a	V
ch1092	e1092	n/a	V
ch1093	e1093	n/a	V
ch1094	e1094	n/a	V
ch1095	e1095	n/a	V
ch1096	e1096	n/a	V
ch1097	e1097	n/a	V
ch1098	e1098	n/a	V
ch1099	e1099	n/a	V
ch1100	e1100	n/a	V
ch1101	e1101	n/a	V
ch1102	e1102	n/a	V
ch1103	e1103	n/a	V
ch1104	e1104	n/a	V
ch1105	e1105	n/a	V
ch1106	e1106	n/a	V
ch1107	e1107	n/a	V
ch1108	e1108	n/a	V
ch1109	e1109	n/a	V
ch1110	e1110	n/a	V
ch1111	e1111	n/a	V
ch1112	e1112	n/a	V
ch1113	e1113	n/a	V
ch1114	e1114	n/a	V
ch1115	e1115	n/a	V
ch1116	e1116	n/a	V
ch1117	e1117	n/a	V
ch1118	e1118	n/a	V
ch1119	e1119	n/a	V
ch1120	e1120	n/a	V
ch1121	e1121	n/a	V
ch1122	e1122	n/a	V
ch1123	e1123	n/a	V
ch1124	e1124	n/a	V
ch1125	e1125	n/a	V
ch1126	e1126	n/a	V
ch1127	e1127	n/a	V
ch1128	e1128	n/a	V
ch1129	e1129	n/a	V
ch1130	e1130	n/a	V
ch1131	e1131	n/a	V
ch1132	e1132	n/a	V
ch1133	e1133	n/a	V
ch1134	e1134	n/a	V
ch1135	e1135	n/a	V
ch1136	e1136	n/a	V
ch1137	e1137	n/a	V
ch1138	e1138	n/a	V
ch1139	e1139	n/a	V
ch1140	e1140	n/a	V
ch1141	e1141	n/a	V
ch1142	e1142	n/a	V
ch1143	e1143	n/a	V
ch1144	e1144	n/a	V
ch1145	e1145	n/a	V
ch1146	e1146	n/a	V
ch1147	e1147	n/a	V
ch1148	e1148	n/a	V
ch1149	e1149	n/a	V
ch1150	e1150	n/a	V
ch1151	e1151	n/a	V
