onset	duration	nwb_table	train_duration	train_period	train_quantity	waveform_shape	run	pulse_duration	pulse_number	event_period	amplitude	contacts	contact_negative	contact_positive	polarity	notes
408.49327195366084	2704.0228699353825	epochs														
408.49327195366084	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
410.4932679533115	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
412.49327068495853	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
414.49327341660563	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
416.49327614825273	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
418.4933060983765	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
420.49325426299515	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
422.49325686456365	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
424.4932870748411	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
426.49326206770064	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
428.49325923805645	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
430.49326196970355	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
432.4932928303755	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
434.4932956921012	2.0	trials	1.0	2.0	75.0	biphasic	0.0	100.0	1.0	10.0	-5.0	5r_15b	5.0	15.0	bipolar	
